state,account_length,area_code,intl_plan,voicemail_plan,no_of_vmail_msgs,total_day_mins,total_day_calls,total_day_charge,total_eve_mins,total_eve_calls,total_eve_charge,total_night_mins,total_night_calls,total_night_charge,total_intl_mins,total_intl_calls,total_intl_charge,customer_service_calls,churn,total_usage_mins,day_ratio,eve_ratio,night_ratio,intl_ratio,custserv_per_month,active_vmail,avg_cost_per_min
NV,74,415,0,0,0,282.5,114,48.03,219.9,48,18.69,170.0,115,7.65,9.4,4,2.54,1,1,681.8,0.41434438251686717,0.322528600762687,0.24933998239953067,0.013787034320915225,0.4054054054054054,0,0.17001769911504425
MO,112,510,0,1,36,113.7,117,19.33,157.5,82,13.39,177.6,118,7.99,10.0,3,2.7,2,0,458.79999999999995,0.24782040104620753,0.3432868352223191,0.38709677419354843,0.021795989537925022,0.5357142857142857,1,0.1700087950747581
ID,97,408,0,0,0,239.8,125,40.77,214.8,111,18.26,143.3,81,6.45,8.7,5,2.35,2,0,606.6000000000001,0.3953181668315199,0.354104846686449,0.2362347510715463,0.014342235410484664,0.6185567010309279,0,0.17001668056713928
NE,46,408,0,0,0,210.2,92,35.73,227.3,77,19.32,200.1,116,9.0,13.1,7,3.54,1,0,650.7,0.32303672967573377,0.3493161211003535,0.30751498386353154,0.020132165360381125,0.6521739130434783,0,0.16998097050428163
TX,41,408,0,1,22,213.8,102,36.35,141.8,86,12.05,142.2,123,6.4,7.2,3,1.94,0,0,505.0,0.4233663366336634,0.2807920792079208,0.28158415841584156,0.014257425742574258,0.0,1,0.17001870907390085
MD,121,510,0,0,0,190.7,103,32.42,183.5,117,15.6,220.8,103,9.94,9.8,4,2.65,3,0,604.8,0.31531084656084657,0.30340608465608465,0.3650793650793651,0.016203703703703706,0.7438016528925621,0,0.1700052438384898
MS,193,415,0,0,0,170.9,124,29.05,132.3,95,11.25,112.9,89,5.08,11.6,3,3.13,1,0,427.70000000000005,0.3995791442599953,0.309328968903437,0.26397007248071075,0.027121814355856904,0.15544041450777202,0,0.16998244587478056
NV,130,510,0,0,0,154.2,119,26.21,110.2,98,9.37,227.4,117,10.23,9.2,5,2.48,2,0,500.99999999999994,0.3077844311377246,0.2199600798403194,0.45389221556886233,0.018363273453093812,0.46153846153846156,0,0.16997405966277562
AZ,85,408,0,0,0,201.4,52,34.24,229.4,104,19.5,252.5,106,11.36,12.0,3,3.24,1,0,695.3,0.28965913993959447,0.3299295268229542,0.3631525960017259,0.017258737235725588,0.3529411764705882,0,0.17000993048659385
MS,162,415,0,0,0,70.7,108,12.02,157.5,87,13.39,154.8,82,6.97,9.1,3,2.46,4,1,392.1,0.18031114511604182,0.4016832440703902,0.3947972456006121,0.023208365212955877,0.7407407407407407,0,0.17001414427157
MS,61,510,0,1,27,187.5,124,31.88,146.6,103,12.46,225.7,129,10.16,6.4,6,1.73,4,1,566.1999999999999,0.33115506888025437,0.25891910985517486,0.3986223949134582,0.011303426351112682,1.9672131147540985,1,0.17002666666666666
TX,92,408,0,0,0,91.7,90,15.59,193.7,123,16.46,175.0,86,7.88,9.2,4,2.48,2,0,469.59999999999997,0.19527257240204432,0.4124787052810903,0.3726575809199319,0.019591141396933562,0.6521739130434783,0,0.17001090512540892
NE,131,408,0,1,36,214.2,115,36.41,161.7,117,13.74,264.7,102,11.91,9.5,4,2.57,3,0,650.0999999999999,0.3294877711121366,0.2487309644670051,0.40716812798031077,0.01461313644054761,0.6870229007633588,1,0.1699813258636788
NE,90,415,0,0,0,145.5,92,24.74,217.7,114,18.5,146.9,123,6.61,10.9,2,2.94,3,0,521.0,0.27927063339731284,0.41785028790786943,0.28195777351247603,0.02092130518234165,1.0,0,0.17003436426116839
CA,75,408,0,0,0,166.3,125,28.27,158.2,86,13.45,256.7,80,11.55,6.1,5,1.65,1,0,587.3000000000001,0.2831602247573642,0.26936829558998804,0.4370849650945002,0.010386514558147453,0.4,0,0.16999398677089594
NJ,78,415,0,0,0,231.0,115,39.27,230.4,140,19.58,261.4,120,11.76,9.5,3,2.57,1,0,732.3,0.3154444899631299,0.3146251536255633,0.3569575310665028,0.012972825344804043,0.3846153846153846,0,0.17
TX,82,408,0,0,0,200.3,96,34.05,201.2,102,17.1,206.1,60,9.27,7.1,1,1.92,4,0,614.7,0.32585000813404913,0.3273141369773873,0.33528550512445093,0.011550349764112573,1.4634146341463414,0,0.16999500748876684
AR,163,408,0,0,0,197.0,109,33.49,202.6,128,17.22,206.4,80,9.29,9.1,10,2.46,1,0,615.1,0.3202731263209234,0.32937733701837096,0.33555519427735325,0.0147943423833523,0.18404907975460122,0,0.17
AL,91,510,1,0,0,129.9,112,22.08,173.3,83,14.73,247.2,130,11.12,11.2,3,3.02,3,0,561.6000000000001,0.23130341880341876,0.308582621082621,0.44017094017094005,0.019943019943019936,0.989010989010989,0,0.16997690531177828
NY,75,415,0,1,21,175.8,97,29.89,217.5,106,18.49,237.5,134,10.69,5.3,4,1.43,5,0,636.0999999999999,0.2763716396792958,0.3419273699103915,0.37336896714353096,0.008332023266781953,2.0,1,0.17002275312855517
FL,91,510,0,0,0,203.1,106,34.53,210.1,113,17.86,195.6,129,8.8,12.0,3,3.24,3,0,620.8,0.3271585051546392,0.3384342783505155,0.31507731958762886,0.019329896907216496,0.989010989010989,0,0.17001477104874446
AK,127,510,0,1,36,183.2,117,31.14,126.8,76,10.78,263.3,71,11.85,11.2,8,3.02,1,0,584.5,0.3134302822925577,0.21693755346449956,0.4504704875962361,0.019161676646706587,0.23622047244094488,1,0.16997816593886464
NV,113,415,0,1,23,205.0,101,34.85,152.0,60,12.92,158.6,59,7.14,10.2,5,2.75,2,0,525.8000000000001,0.38988208444275385,0.28908330163560286,0.30163560289083297,0.01939901103081019,0.5309734513274337,1,0.17
DE,110,510,0,0,0,148.5,115,25.25,276.4,84,23.49,193.6,112,8.71,12.4,3,3.35,1,0,630.9,0.23537803138373753,0.4381042954509431,0.30686321128546523,0.019654461879854177,0.27272727272727276,0,0.17003367003367004
MD,120,415,0,1,39,200.3,68,34.05,220.4,97,18.73,253.8,116,11.42,10.5,4,2.84,0,0,685.0,0.2924087591240876,0.32175182481751824,0.3705109489051095,0.015328467153284672,0.0,1,0.16999500748876684
MI,157,415,0,1,28,192.6,107,32.74,195.5,74,16.62,109.7,139,4.94,6.8,5,1.84,3,0,504.6,0.38168846611177165,0.3874355925485533,0.2173999207292905,0.013476020610384462,0.5732484076433121,1,0.1699896157840083
VT,103,510,0,0,0,246.5,47,41.91,195.5,84,16.62,200.5,96,9.02,11.7,4,3.16,1,0,654.2,0.37679608682360133,0.29883827575664934,0.30648119841027205,0.017884439009477223,0.29126213592233013,0,0.17002028397565921
VT,117,408,1,0,0,167.1,86,28.41,177.5,87,15.09,249.4,132,11.22,14.1,7,3.81,2,1,608.1,0.2747903305377405,0.29189278079263276,0.4101299128432824,0.02318697582634435,0.5128205128205129,0,0.17001795332136446
MI,140,415,0,0,0,231.9,101,39.42,160.1,94,13.61,110.4,98,4.97,14.3,6,3.86,3,0,516.6999999999999,0.44880975420940594,0.30985097735629963,0.2136636346042191,0.027675633830075486,0.6428571428571428,0,0.16998706338939198
WA,127,408,0,0,0,146.7,91,24.94,203.5,78,17.3,203.4,110,9.15,13.7,3,3.7,1,0,567.3000000000001,0.2585933368588048,0.3587167283624184,0.3585404547858276,0.024149479992949054,0.23622047244094488,0,0.17000681663258352
UT,83,408,1,0,0,271.5,87,46.16,216.3,126,18.39,121.1,105,5.45,11.7,4,3.16,1,0,620.6,0.43747985820174023,0.3485336770866903,0.19513374154044472,0.018852723171124717,0.3614457831325301,0,0.17001841620626149
LA,121,408,0,0,0,181.5,121,30.86,218.4,98,18.56,161.6,103,7.27,8.5,5,2.3,1,0,570.0,0.31842105263157894,0.38315789473684214,0.28350877192982454,0.014912280701754385,0.24793388429752067,0,0.17002754820936639
RI,145,408,0,1,43,257.7,97,43.81,162.1,95,13.78,286.9,86,12.91,11.1,4,3.0,2,0,717.8,0.35901365282808584,0.22582892170521038,0.3996935079409306,0.015463917525773196,0.4137931034482759,1,0.17000388048117968
IA,113,408,0,0,0,193.8,99,32.95,221.4,125,18.82,172.3,67,7.75,10.6,6,2.86,1,0,598.1,0.3240260825948838,0.3701722120046815,0.2880789165691356,0.017722788831299113,0.26548672566371684,0,0.17002063983488133
NE,117,415,0,0,0,102.8,119,17.48,206.7,91,17.57,299.0,105,13.46,10.1,7,2.73,1,0,618.6,0.16618170061429033,0.33414161008729387,0.48334949886841255,0.016327190430003233,0.25641025641025644,0,0.17003891050583658
OH,65,408,0,0,0,187.9,116,31.94,157.6,117,13.4,227.3,86,10.23,7.5,6,2.03,1,0,580.3,0.3237980354988799,0.2715836636222644,0.391693951404446,0.01292434947440979,0.46153846153846156,0,0.16998403406067056
RI,56,415,0,0,0,226.0,112,38.42,248.5,118,21.12,140.5,142,6.32,6.9,11,1.86,1,0,621.9,0.3634024762823605,0.3995819263547194,0.22592056600739668,0.011095031355523397,0.5357142857142857,0,0.17
OK,96,415,0,0,0,260.4,115,44.27,146.0,46,12.41,269.5,87,12.13,11.5,4,3.11,5,0,687.4,0.3788187372708757,0.21239453011347106,0.3920570264765784,0.016729706139074776,1.5625,0,0.1700076804915515
LA,151,408,0,0,0,178.7,116,30.38,292.1,138,24.83,265.9,101,11.97,9.8,4,2.65,0,0,746.5,0.2393837910247823,0.3912926992632284,0.35619557937039514,0.013127930341594107,0.0,0,0.17000559597090095
OH,83,415,0,0,0,337.4,120,57.36,227.4,116,19.33,153.9,114,6.93,15.8,7,4.27,0,1,734.4999999999999,0.45936010891763107,0.30959836623553444,0.20953029271613346,0.02151123213070116,0.0,0,0.17000592768227624
VA,139,510,0,1,23,157.6,129,26.79,247.0,96,21.0,259.2,112,11.66,13.7,2,3.7,0,0,677.5,0.23261992619926197,0.36457564575645757,0.38258302583025827,0.02022140221402214,0.0,1,0.16998730964467004
MO,6,510,0,0,0,183.6,117,31.21,256.7,72,21.82,178.6,79,8.04,10.2,2,2.75,1,0,629.1,0.2918454935622317,0.4080432363694166,0.2838976315371165,0.016213638531235097,5.0,0,0.16998910675381265
FL,115,510,0,1,24,142.1,124,24.16,183.4,129,15.59,164.8,114,7.42,9.6,4,2.59,1,0,499.90000000000003,0.284256851370274,0.36687337467493497,0.32966593318663734,0.019203840768153627,0.2608695652173913,1,0.1700211118930331
SC,87,415,0,0,0,136.3,97,23.17,172.2,108,14.64,137.5,101,6.19,7.1,5,1.92,0,0,453.1,0.30081659677775324,0.3800485544030015,0.3034650187596557,0.015669830059589492,0.0,0,0.16999266324284665
VA,141,415,0,0,0,217.1,110,36.91,241.5,111,20.53,253.5,103,11.41,12.0,6,3.24,0,0,724.1,0.29982046678635543,0.3335174699627123,0.35008976660682223,0.01657229664410993,0.0,0,0.17001381851681252
IA,141,510,0,1,36,187.5,99,31.88,241.4,116,20.52,229.5,105,10.33,10.5,5,2.84,3,0,668.9,0.2803109582897294,0.36089101509941696,0.3431006129466288,0.015697413664224846,0.6382978723404255,1,0.17002666666666666
MI,62,415,0,0,0,98.9,103,16.81,135.4,122,11.51,236.6,82,10.65,12.2,1,3.29,1,0,483.09999999999997,0.20471951976816397,0.280273235354999,0.48975367418753885,0.02525357068929828,0.48387096774193544,0,0.16996966632962587
OK,146,415,0,0,0,206.3,151,35.07,148.6,89,12.63,167.2,91,7.52,6.1,3,1.65,1,0,528.1999999999999,0.3905717531238168,0.2813328284740629,0.3165467625899281,0.011548655812192353,0.20547945205479454,0,0.1699951526902569
DE,92,415,0,1,33,243.1,92,41.33,213.8,92,18.17,228.7,104,10.29,12.1,2,3.27,2,0,697.6999999999999,0.3484305575462233,0.30643543070087437,0.327791314318475,0.017342697434427404,0.6521739130434783,1,0.17001234060057588
GA,185,510,0,1,31,189.8,126,32.27,163.3,133,13.88,264.8,126,11.92,7.5,3,2.03,1,0,625.4000000000001,0.303485769107771,0.26111288775183883,0.4234090182283338,0.011992324912056282,0.16216216216216214,1,0.17002107481559536
DC,148,415,0,0,0,202.0,102,34.34,243.2,128,20.67,261.3,90,11.76,10.9,3,2.94,1,0,717.4,0.28157234457764146,0.3390019514914971,0.3642319487036521,0.015193755227209367,0.2027027027027027,0,0.17
AZ,94,408,0,1,38,170.1,124,28.92,193.3,116,16.43,105.9,73,4.77,12.8,4,3.46,1,0,482.09999999999997,0.35283136278780336,0.4009541588881975,0.21966397013067832,0.02655050819332089,0.3191489361702128,1,0.17001763668430336
AL,32,510,0,0,0,230.9,87,39.25,187.4,90,15.93,154.0,53,6.93,6.3,2,1.7,0,0,578.5999999999999,0.3990667127549258,0.32388524023505016,0.26615969581749055,0.010888351192533703,0.0,0,0.16998700736249459
CO,68,408,0,0,0,237.1,105,40.31,223.5,105,19.0,97.4,79,4.38,13.2,2,3.56,1,0,571.2,0.4150910364145658,0.39128151260504196,0.17051820728291317,0.02310924369747899,0.4411764705882353,0,0.17001265288907635
NH,64,408,0,1,27,182.1,91,30.96,169.7,98,14.42,164.7,86,7.41,10.6,5,2.86,2,0,527.1,0.3454752418895845,0.32195029406184783,0.3124644280022766,0.020110036046291024,0.9375,1,0.1700164744645799
NM,25,415,0,0,0,119.3,87,20.28,211.5,101,17.98,268.9,86,12.1,10.5,4,2.84,3,0,610.2,0.19550966896099636,0.3466076696165191,0.440675188462799,0.017207472959685347,3.5999999999999996,0,0.16999161777032692
OR,65,415,0,0,0,116.8,87,19.86,178.9,93,15.21,182.4,150,8.21,14.1,2,3.81,1,0,492.20000000000005,0.23730190979276714,0.36347013409183254,0.3705810646078829,0.028646891507517265,0.46153846153846156,0,0.17003424657534247
LA,179,408,0,0,0,219.2,92,37.26,149.4,125,12.7,244.7,104,11.01,6.1,5,1.65,0,0,619.4,0.3538908621246367,0.24120116241524056,0.39505973522763965,0.009848240232483048,0.0,0,0.1699817518248175
NE,94,415,0,0,0,252.6,104,42.94,169.0,125,14.37,170.9,106,7.69,11.1,7,3.0,2,0,603.6,0.4184890656063618,0.27998674618952946,0.28313452617627566,0.018389662027833,0.6382978723404256,0,0.16999208234362628
MN,62,415,0,0,0,147.1,91,25.01,190.4,107,16.18,195.2,115,8.78,12.2,3,3.29,0,0,544.9000000000001,0.2699577904202605,0.34942191227748204,0.35823086804918325,0.022389429253073953,0.0,0,0.17002039428959892
MI,127,415,0,0,0,202.1,103,34.36,229.4,86,19.5,195.2,113,8.78,11.5,3,3.11,2,0,638.2,0.3166718896897524,0.3594484487621435,0.30586023190222494,0.018019429645879034,0.47244094488188976,0,0.17001484413656606
AR,116,408,0,0,0,173.5,93,29.5,194.1,76,16.5,208.0,112,9.36,16.2,10,4.37,3,0,591.8000000000001,0.2931733693815478,0.3279824264954376,0.35147009124704287,0.027374112875971607,0.7758620689655172,0,0.17002881844380405
KS,70,408,0,0,0,232.1,122,39.46,292.3,112,24.85,201.2,112,9.05,0.0,0,0.0,3,0,725.5999999999999,0.31987320837927236,0.4028390297684675,0.27728776185226023,0.0,1.2857142857142856,0,0.17001292546316243
WV,94,510,1,1,23,197.1,125,33.51,214.5,136,18.23,282.2,103,12.7,9.5,5,2.57,4,0,703.3,0.28025024882695865,0.3049907578558226,0.40125124413479313,0.013507749182425708,1.2765957446808511,1,0.1700152207001522
AK,126,415,0,0,0,58.2,94,9.89,138.7,118,11.79,136.8,91,6.16,11.9,1,3.21,5,1,345.59999999999997,0.1684027777777778,0.40133101851851855,0.3958333333333334,0.03443287037037038,1.1904761904761905,0,0.16993127147766324
NY,67,408,0,1,36,115.6,111,19.65,237.7,94,20.2,169.9,103,7.65,9.9,12,2.67,2,0,533.0999999999999,0.21684486963046334,0.4458825736259614,0.31870193209529174,0.01857062464828363,0.8955223880597015,1,0.1699826989619377
NH,19,408,0,0,0,186.1,98,31.64,254.3,57,21.62,214.0,127,9.63,14.6,7,3.94,2,0,669.0,0.27817638266068756,0.38011958146487296,0.31988041853512705,0.021823617339312405,3.1578947368421053,0,0.17001612036539496
VA,170,510,1,0,0,259.9,68,44.18,245.0,122,20.83,134.4,121,6.05,8.4,3,2.27,3,0,647.6999999999999,0.4012660182183109,0.3782615408368072,0.2075034738304771,0.012968967114404819,0.5294117647058824,0,0.1699884570988842
NM,73,415,0,0,0,214.3,145,36.43,268.5,135,22.82,241.2,92,10.85,10.8,13,2.92,1,0,734.8,0.29164398475775727,0.3654055525313011,0.3282525857376157,0.014697876973326076,0.4109589041095891,0,0.1699953336444237
NY,106,408,0,0,0,158.7,74,26.98,64.3,139,5.47,198.5,103,8.93,10.2,4,2.75,1,0,431.7,0.3676164002779708,0.1489460273337966,0.45981005327773916,0.0236275191104934,0.2830188679245283,0,0.17000630119722748
AZ,93,415,0,0,0,271.6,71,46.17,229.4,108,19.5,77.3,121,3.48,10.9,3,2.94,2,0,589.1999999999999,0.4609640190088256,0.3893414799728446,0.13119484046164293,0.018499660556687034,0.6451612903225806,0,0.1699926362297496
WY,164,510,0,0,0,160.6,111,27.3,163.2,126,13.87,187.1,112,8.42,9.0,3,2.43,1,0,519.9,0.30890555876130027,0.3139065204847086,0.35987689940373147,0.017311021350259664,0.18292682926829268,0,0.16998754669987548
WA,51,408,0,0,0,232.4,109,39.51,187.4,95,15.93,231.2,107,10.4,9.1,3,2.46,1,0,660.1,0.352067868504772,0.28389637933646417,0.3502499621269504,0.01378579003181336,0.5882352941176471,0,0.17000860585197933
CO,107,415,0,0,0,133.8,85,22.75,180.5,94,15.34,112.2,115,5.05,8.9,4,2.4,0,0,435.4,0.30730362884703727,0.41456132292145154,0.2576940744143317,0.020440973817179606,0.0,0,0.1700298953662182
TX,130,415,0,0,0,176.9,109,30.07,90.7,104,7.71,238.0,69,10.71,9.5,2,2.57,1,0,515.1,0.34342846049310816,0.17608231411376432,0.46204620462046203,0.018443020772665502,0.23076923076923078,0,0.1699830412662521
KY,80,408,0,0,0,209.9,74,35.68,195.1,77,16.58,208.2,119,9.37,8.8,4,2.38,2,0,622.0,0.337459807073955,0.31366559485530543,0.33472668810289385,0.01414790996784566,0.75,0,0.16998570747975225
MT,94,415,0,0,0,137.5,118,23.38,203.2,88,17.27,150.0,131,6.75,13.4,2,3.62,0,0,504.09999999999997,0.27276334060702245,0.40309462408252333,0.2975600079349336,0.026582027375520734,0.0,0,0.17003636363636362
OK,118,408,0,1,23,289.5,52,49.22,166.6,111,14.16,119.1,88,5.36,9.5,4,2.57,1,0,584.7,0.49512570548999485,0.2849324439883701,0.20369420215495124,0.016247648366683767,0.2542372881355932,1,0.17001727115716753
MD,117,415,0,1,23,198.1,86,33.68,177.0,86,15.05,180.5,92,8.12,6.8,6,1.84,1,0,562.4,0.3522403982930299,0.3147226173541963,0.32094594594594594,0.01209103840682788,0.25641025641025644,1,0.17001514386673397
TN,78,415,0,0,0,149.7,119,25.45,182.2,115,15.49,261.5,126,11.77,9.7,8,2.62,0,0,603.1,0.24821754269607027,0.3021057867683634,0.4335931023047587,0.016083568230807494,0.0,0,0.17000668002672012
TX,208,510,0,0,0,326.5,67,55.51,176.3,113,14.99,181.7,102,8.18,10.7,6,2.89,2,1,695.2,0.4696490218642117,0.253596087456847,0.26136363636363635,0.015391254315304945,0.28846153846153844,0,0.17001531393568145
ME,131,510,1,1,26,292.9,101,49.79,199.7,97,16.97,255.3,127,11.49,13.8,7,3.73,4,1,761.6999999999999,0.38453459367204934,0.26217670999081005,0.33517132729421034,0.01811736904293029,0.9160305343511451,1,0.1699897575964493
DC,63,408,0,0,0,83.0,64,14.11,177.0,106,15.05,245.7,89,11.06,13.0,3,3.51,0,0,518.7,0.1600154231733179,0.34123770965876227,0.4736842105263157,0.02506265664160401,0.0,0,0.16999999999999998
MN,53,415,0,1,24,145.7,146,24.77,220.5,136,18.74,249.9,96,11.25,13.1,5,3.54,3,0,629.2,0.2315638906547997,0.3504450095359186,0.39717101080737444,0.020820089001907183,1.6981132075471699,1,0.17000686341798216
DE,62,408,0,0,0,182.3,101,30.99,328.2,93,27.9,245.0,131,11.03,11.2,1,3.02,2,0,766.7,0.23777227077083604,0.4280683448545715,0.3195513238554845,0.014608060519107863,0.9677419354838709,0,0.16999451453647832
MD,97,415,0,0,0,218.0,86,37.06,184.0,94,15.64,240.5,110,10.82,6.4,8,1.73,3,0,648.9,0.33595315148713206,0.28355678841115733,0.3706272152874095,0.009862844814301126,0.9278350515463918,0,0.17
MI,105,510,0,0,0,140.6,109,23.9,178.6,51,15.18,217.0,83,9.76,6.8,3,1.84,2,0,543.0,0.2589318600368324,0.3289134438305709,0.3996316758747698,0.012523020257826888,0.5714285714285714,0,0.16998577524893313
WA,157,415,0,0,0,152.7,105,25.96,257.5,80,21.89,198.1,93,8.91,9.4,4,2.54,1,0,617.6999999999999,0.24720738222438077,0.4168690302735956,0.32070584426096815,0.01521774324105553,0.19108280254777069,0,0.17000654878847415
MO,66,415,0,1,36,106.7,76,18.14,209.8,77,17.83,190.4,117,8.57,12.1,2,3.27,1,0,519.0,0.20558766859344896,0.4042389210019268,0.366859344894027,0.023314065510597302,0.45454545454545453,1,0.17000937207122774
IN,122,415,0,0,0,243.8,98,41.45,83.9,72,7.13,179.8,84,8.09,13.7,8,3.7,2,0,521.2,0.4677666922486569,0.16097467382962394,0.3449731389102072,0.02628549501151189,0.49180327868852464,0,0.17001640689089417
OR,38,415,0,0,0,194.4,94,33.05,186.7,95,15.87,223.3,90,10.05,10.8,5,2.92,3,0,615.2,0.3159947984395318,0.30347854356306886,0.36297139141742524,0.017555266579973992,2.368421052631579,0,0.1700102880658436
MD,106,510,0,0,0,213.9,95,36.36,151.9,70,12.91,260.1,124,11.7,12.2,5,3.29,3,0,638.1000000000001,0.3352139163140573,0.23805046230998272,0.4076163610719322,0.019119260304027576,0.8490566037735849,0,0.1699859747545582
RI,99,510,0,0,0,217.2,112,36.92,246.7,89,20.97,226.1,89,10.17,15.8,7,4.27,3,0,705.8,0.3077359025219609,0.3495324454519694,0.32034570699914994,0.02238594502691981,0.9090909090909092,0,0.1699815837937385
LA,99,415,0,0,0,241.1,72,40.99,155.6,98,13.23,188.2,109,8.47,11.6,10,3.13,1,0,596.5,0.4041911148365465,0.26085498742665547,0.3155071248952221,0.01944677284157586,0.30303030303030304,0,0.17001244296972212
AZ,144,510,1,0,0,203.5,100,34.6,247.6,103,21.05,194.3,94,8.74,11.9,11,3.21,0,0,657.3000000000001,0.3095998782899741,0.3766925300471626,0.2956032253156854,0.018104366347177846,0.0,0,0.17002457002457003
PA,82,415,0,1,24,155.2,131,26.38,244.5,106,20.78,122.4,68,5.51,10.7,3,2.89,1,0,532.8000000000001,0.2912912912912912,0.45889639639639634,0.22972972972972971,0.020082582582582578,0.36585365853658536,1,0.16997422680412372
AZ,86,408,0,1,31,167.6,139,28.49,113.0,118,9.61,246.9,121,11.11,12.2,6,3.29,1,0,539.7,0.3105428942004817,0.20937557902538445,0.4574763757643135,0.022605151009820267,0.3488372093023256,1,0.16998806682577566
FL,70,510,1,0,0,226.7,98,38.54,228.1,115,19.39,73.2,93,3.29,17.6,4,4.75,2,1,545.6,0.41550586510263926,0.41807184750733134,0.13416422287390029,0.03225806451612903,0.8571428571428571,0,0.17000441111601236
LA,93,415,0,0,0,179.3,93,30.48,178.6,98,15.18,225.2,131,10.13,11.5,6,3.11,3,0,594.5999999999999,0.30154725866128496,0.30036999663639424,0.3787420114362597,0.01934073326606122,0.9677419354838709,0,0.16999442275515894
FL,93,415,0,0,0,151.4,89,25.74,186.4,76,15.84,172.5,120,7.76,10.9,3,2.94,0,0,521.2,0.2904834996162701,0.3576362240982348,0.33096699923254025,0.020913277052954718,0.0,0,0.1700132100396301
FL,120,415,0,0,0,180.0,80,30.6,224.2,82,19.06,265.4,91,11.94,4.7,7,1.27,3,0,674.3,0.2669434969598102,0.33249295565771914,0.39359335607296453,0.006970191309506156,0.75,0,0.17
MD,136,415,0,0,0,250.2,121,42.53,267.1,118,22.7,151.0,114,6.8,13.0,2,3.51,1,1,681.3,0.36723910171730517,0.39204462057830625,0.2216351093497725,0.019081168354616176,0.22058823529411764,0,0.16998401278976819
AL,106,415,0,0,0,223.0,121,37.91,110.1,98,9.36,188.7,107,8.49,7.1,12,1.92,0,0,528.9,0.4216297976933258,0.2081678956324447,0.35677821894498013,0.013424087729249386,0.0,0,0.16999999999999998
WA,81,415,0,0,0,183.6,116,31.21,152.6,98,12.97,212.2,99,9.55,12.2,6,3.29,3,0,560.6,0.32750624331073847,0.2722083481983589,0.378523011059579,0.02176239743132358,1.111111111111111,0,0.16998910675381265
